DOH_Code,SPEED_Code,Facility_Name,Facility_Type,Ownership_Government,Region_Name,Region_PSGC,Province_Name,Province_PSGC,Municipality_Name,Municipality_PSGC,Barangay_Name,Barangay_PSGC,Latitude,Longitude,Source_lat_long,Precision_lat_long,Comment
18230,4BPAL213B,CULANDANUM BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BATARAZA,175305000,CULANDANUM,175305004,8.65262,117.45362,NAMRIA 2013,High,
18229,4BPAL212B,TARUSAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BATARAZA,175305000,TARUSAN,175305022,8.65996,117.52243,NAMRIA 2013,High,
18227,4BPAL211B,BULALACAO BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BATARAZA,175305000,BULALACAO,175305002,8.67124,117.53844,NAMRIA 2013,High,
5897,4BPAL201R,BATARAZA MUNICIPAL HEALTH OFFICE,Rural Health Unit,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BATARAZA,175305000,MARANGAS (POB.),175305010,8.675,117.628,NAMRIA 2000,Unknown,
18225,4BPAL210B,MALIHUD BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BATARAZA,175305000,MALIHUD,175305008,8.67566,117.55762,NAMRIA 2013,High,
18221,4BPAL208B,INOGBONG BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BATARAZA,175305000,INOGBONG,175305006,8.68779,117.65274,NAMRIA 2013,High,
18223,,BONO-BONO BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BATARAZA,175305000,BONO-BONO,175305001,8.6889,117.58798,NAMRIA 2013,High,
18258,4BPAL246B,MALIS BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,MALIS,175306012,8.69181,117.69748,NAMRIA 2013,High,
18904,,SAMARE�ANA BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,SAMARE�ANA,175306024,8.71778,117.73683,NAMRIA 2013,High,
,,MARANGAS BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BATARAZA,175305000,MARANGAS (POB.),175305010,8.718124,117.617202,Barangay Centroid,Low,Still to be confirmed
18874,4BPAL254B,SARAZA BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,SARAZA,175306025,8.74861,117.76816,NAMRIA 2013,High,
18859,4BPAL252B,SALOGON BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,SALOGON,175306023,8.751906,117.674729,Barangay Centroid,Low,
18260,4BPAL248B,ORING ORING BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,ORING-ORING,175306014,8.76212,117.79132,NAMRIA 2013,High,
18249,4BPAL256B,AMAS BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,AMAS,175306001,8.77524,117.77695,NAMRIA 2013,High,
18865,4BPAL253B,SAMARENANA BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,SAMARE�ANA,175306024,8.775432,117.708263,Barangay Centroid,Low,
3771,,SOUTHERN PALAWAN PROVINCIAL HOSPITAL,Government Hospital,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,PANGOBILIAN,175306015,8.7758,117.8384,Google Map,Low,
18845,4BPAL250B,POBLACION I BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,POBLACION I,175306017,8.77628,117.83361,NAMRIA 2013,High,
18879,4BPAL255B,TUBTUB BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,TUBTUB,175306026,8.77682,117.80475,NAMRIA 2013,High,
18851,4BPAL251B,POBLACION II BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,POBLACION II,175306018,8.77849,117.83598,NAMRIA 2013,High,
1679,4BPAL242H,SAGRADO MEDICAL AND CHILDREN'S CLINIC,Private Hospital,,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,,,8.78064,117.83885,NAMRIA 2013,High,
3726,,BROOKE'S POINT RURAL HEALTH UNIT,Rural Health Unit,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,POBLACION II,175306018,8.782,117.835,NAMRIA 2000,Unknown,
4608,4BPAL241H,BERACHAH MEDICAL CLINIC,Private Hospital,,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,,,8.78387,117.8305,Google Map,Low,
4148,4BPAL243H,LEONCIO GENERAL HOSPITAL,Private Hospital,,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,PANGOBILIAN,175306015,8.78945,117.83871,Google Map,Low,
18261,4BPAL249B,PANGOBILIAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,PANGOBILIAN,175306015,8.797079,117.843542,Barangay Centroid,Low,
,,PANGOBILIAN II BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,PANGOBILIAN,175306015,8.800079,117.846542,Barangay Centroid,Low,Still to be confirmed
18252,4BPAL258B,BARONG-BARONG HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,BARONG-BARONG,175306003,8.82327,117.863188,Barangay Centroid,Low,
18254,4BPAL242B,IMULNOD BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,IMULNOD,175306005,8.839553,117.834632,Barangay Centroid,Low,
18257,4BPAL245B,MAINIT BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,MAINIT,175306011,8.84829,117.80485,NAMRIA 2013,High,
18255,4BPAL243B,IPILAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,IPILAN,175306006,8.84958,117.89563,NAMRIA 2013,High,
18259,4BPAL247B,MAMBALOT BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,MAMBALOT,175306013,8.8591,117.91038,NAMRIA 2013,High,
18253,4BPAL241B,CALASAGUEN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,CALASAGUEN,175306004,8.9123,117.96676,NAMRIA 2013,High,
18251,4BPAL257B,ARIBUNGOS BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,ARIBUNGOS,175306002,8.918981,117.826432,Barangay Centroid,Low,
19244,4BPAL927B,PULOT SHORE (PULOT I) BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,SOFRONIO ESPA�OLA,175324000,PULOT SHORE (PULOT I),175324008,8.92084,118.01163,NAMRIA 2013,High,
18256,4BPAL244B,MAASIN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,BROOKE'S POINT,175306000,MAASIN,175306010,8.934438,117.896608,Barangay Centroid,Low,
19258,4BPAL921R,ESPANOLA RURAL HEALTH UNIT-MUNICIPAL HEALTH OFFICE,Rural Health Unit,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,SOFRONIO ESPA�OLA,175324000,PULOT CENTER,175324006,8.962,117.989,NAMRIA 2000,Unknown,
19243,4BPAL926B,IRARAY BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,SOFRONIO ESPA�OLA,175324000,IRARAY,175324002,8.96986,118.0429,NAMRIA 2013,High,
3436,,RIZAL (MARCOS) RURAL HEALTH UNIT,Rural Health Unit,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,RIZAL (MARCOS),175323000,PUNTA BAJA,175323009,8.995113,117.666816,Barangay Centroid,Low,
19240,4BPAL925B,PUNANG BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,SOFRONIO ESPA�OLA,175324000,PUNANG,175324009,9.01687,118.05487,NAMRIA 2013,High,
19254,4BPAL928B,PULOT INTERIOR (PULOT II) BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,SOFRONIO ESPA�OLA,175324000,PULOT INTERIOR (PULOT II),175324007,9.049057,117.891843,Barangay Centroid,Low,
16236,7NOR766B,MANTUYOP BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,SIATON,74619000,MANTUYOP,74619016,9.050631,123.023803,Barangay Centroid,Low,
16242,7NOR765B,SALAG BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,SIATON,74619000,SALAG,74619022,9.052749,123.003845,Barangay Centroid,Low,
16175,,POBLACION III BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,SIATON,74619000,POBLACION III,74619020,9.053748,123.039474,Barangay Centroid,Low,
19237,4BPAL924B,LABOG BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,SOFRONIO ESPA�OLA,175324000,LABOG,175324004,9.05534,118.05685,NAMRIA 2013,High,
16252,7NOR774B,SUMALIRING BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,SIATON,74619000,SUMALIRING,74619026,9.057362,123.057637,Barangay Centroid,Low,
1391,,SIATON RURAL HEALTH UNIT,Rural Health Unit,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,SIATON,74619000,POBLACION III,74619020,9.062,123.032,NAMRIA 2000,Unknown,
4185,7NOR761H,CONG. LAMBERTO L. MACIAS MEMORIAL HOSPITAL,Government Hospital,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,SIATON,74619000,POBLACION III,74619020,9.0662,123.0335,Google Map,High,
16221,7NOR775B,INALAD BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,SIATON,74619000,INALAD,74619012,9.066518,123.067388,Barangay Centroid,Low,
16190,7NOR778B,BONBONON BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,SIATON,74619000,BONBONON,74619004,9.071802,123.112311,Barangay Centroid,Low,
16210,7NOR767B,CATICUGAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,SIATON,74619000,CATICUGAN,74619009,9.076352,123.020876,Barangay Centroid,Low,
16202,,CANAWAY BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,SIATON,74619000,CANAWAY,74619007,9.076933,123.065041,Barangay Centroid,Low,
16177,7NOR781B,ALBIGA BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,SIATON,74619000,ALBIGA,74619001,9.077106,123.094674,Barangay Centroid,Low,
16247,7NOR779B,SI-IT BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,SIATON,74619000,SI-IT,74619025,9.079124,123.123776,Barangay Centroid,Low,
16230,7NOR764B,MALOH BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,SIATON,74619000,MALOH,74619014,9.079439,122.993483,Barangay Centroid,Low,
16213,7NOR771B,DATAG BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,SIATON,74619000,DATAG,74619010,9.08677,123.048326,Barangay Centroid,Low,
19230,4BPAL923B,PANITIAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,SOFRONIO ESPA�OLA,175324000,PANITIAN,175324005,9.09677,118.08068,NAMRIA 2013,High,
16199,7NOR763B,CABANGAHAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,SIATON,74619000,CABANGAHAN,74619005,9.100257,122.990792,Barangay Centroid,Low,
,,POBLACION BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,ZAMBOANGUITA,74625000,POBLACION,74625010,9.100446,123.199227,Barangay Centroid,Low,still to be confirmed
3961,,ZAMBOANGUITA RURAL HEALTH UNIT,Rural Health Unit,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,ZAMBOANGUITA,74625000,POBLACION,74625010,9.10053,123.19459,HF SURVEY 2013,Unknown,
,,LOTUBAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,ZAMBOANGUITA,74625000,LOTUBAN,74625003,9.102646,123.14601,Barangay Centroid,Low,still to be confirmed
16701,7NOR966B,MAYABON BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,ZAMBOANGUITA,74625000,MAYABON,74625006,9.109599,123.177873,Barangay Centroid,Low,
,,DOMINADOR ELMA DELORIA MEMORIAL HEALTH CENTER,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,ZAMBOANGUITA,74625000,MAYABON,74625006,9.112599,123.180873,Barangay Centroid,Low,still to be confirmed
16760,7SIQ101B,GABAYAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,SIQUIJOR,76100000,LAZI,76103000,GABAYAN,76103006,9.113517,123.61906,Barangay Centroid,Low,
16218,7NOR762B,GILIGA-ON BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,SIATON,74619000,GILIGA-ON,74619011,9.115717,122.970746,Barangay Centroid,Low,
16254,7NOR773B,TAYAK BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,SIATON,74619000,TAYAK,74619027,9.116749,123.081808,Barangay Centroid,Low,
16207,,CANSALA-AN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,SIATON,74619000,CASALA-AN,74619008,9.120653,123.058042,Barangay Centroid,Low,
16810,7SIQ204B,TIMBAON BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,SIQUIJOR,76100000,SAN JUAN,76105000,TIMBAON,76105014,9.123406,123.551459,Barangay Centroid,Low,
16765,7SIQ105B,SIMACOLONG BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,SIQUIJOR,76100000,LAZI,76103000,SIMACOLONG,76103012,9.12439,123.656508,Barangay Centroid,Low,
3539,,LAZI RURAL HEALTH UNIT AND FAMILY PLANNING CLINIC,Rural Health Unit,LGU,REGION VII (CENTRAL VISAYAS),70000000,SIQUIJOR,76100000,LAZI,76103000,TIGBAWAN (POB.),76103015,9.128,123.633,NAMRIA 2000,Unknown,
7480,7SIQ101H,LAZI COMMUNITY HOSPITAL,Government Hospital,LGU,REGION VII (CENTRAL VISAYAS),70000000,SIQUIJOR,76100000,LAZI,76103000,NAGERONG,76103010,9.12901,123.64647,Google Map,High,
,,CALANGO BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,ZAMBOANGUITA,74625000,CALANGO,74625002,9.130858,123.183551,Barangay Centroid,Low,still to be confirmed
16824,7SIQ203B,TAG-IBO BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,SIQUIJOR,76100000,SAN JUAN,76105000,TAG-IBO,76105012,9.138211,123.529612,Barangay Centroid,Low,
16762,7SIQ103B,KINAMANDAGAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,SIQUIJOR,76100000,LAZI,76103000,KINAMANDAGAN,76103008,9.139156,123.607679,Barangay Centroid,Low,
16770,7SIQ156B,SAGUING BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,SIQUIJOR,76100000,MARIA,76104000,SAGUING,76104021,9.139518,123.664981,Barangay Centroid,Low,
19227,,ISUMBO BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,SOFRONIO ESPA�OLA,175324000,ISUMBO,175324003,9.14184,118.10306,NAMRIA 2013,High,
16698,7NOR965B,MALUAY HEALTH CENTER,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,ZAMBOANGUITA,74625000,MALUAY,74625005,9.143728,123.219497,Barangay Centroid,Low,
,,LILOAN BARANGAY HEALTH CENTER,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,SIQUIJOR,76100000,MARIA,76104000,LILO-AN,76104011,9.145058,123.689424,Barangay Centroid,Low,still to be confirmed
16184,7NOR761B,BONAWON BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,SIATON,74619000,BONAWON,74619003,9.145954,122.956052,Barangay Centroid,Low,
,,CANG-ATUYOM BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,SIQUIJOR,76100000,SIQUIJOR (Capital),76106000,CANG-ATUYOM,76106006,9.149717,123.572475,Barangay Centroid,Low,still to be confirmed
17064,7SIQ257B,PONONG BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,SIQUIJOR,76100000,SIQUIJOR (Capital),76106000,PONONG,76106033,9.150167,123.550278,Barangay Centroid,Low,
16764,7SIQ104B,PO-O BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,SIQUIJOR,76100000,LAZI,76103000,PO-O,76103011,9.152133,123.614216,Barangay Centroid,Low,
16769,7SIQ155B,NABUTAY BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,SIQUIJOR,76100000,MARIA,76104000,NABUTAY,76104015,9.154703,123.673553,Barangay Centroid,Low,
19221,4BPAL921B,ABO-ABO BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,SOFRONIO ESPA�OLA,175324000,ABO-ABO,175324001,9.15589,118.11074,NAMRIA 2013,High,
,,NABAGO BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,ZAMBOANGUITA,74625000,NABAGO,74625007,9.158201,123.200325,Barangay Centroid,Low,still to be confirmed
6370,,SAN JUAN RURAL HEALTH UNIT,Rural Health Unit,LGU,REGION VII (CENTRAL VISAYAS),70000000,SIQUIJOR,76100000,SAN JUAN,76105000,POBLACION,76105010,9.159,123.491,NAMRIA 2000,Unknown,
16761,7SIQ102B,CAMPALANAS BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,SIQUIJOR,76100000,LAZI,76103000,CAMPALANAS,76103001,9.160895,123.62034,Barangay Centroid,Low,
15722,7NOR405B,MAAYONGTUBIG BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,DAUIN,74609000,MAAYONGTUBIG,74609012,9.162121,123.239266,Barangay Centroid,Low,
16179,,APOLOY BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,NEGROS ORIENTAL,74600000,SIATON,74619000,APOLOY,74619002,9.163085,123.028261,Barangay Centroid,Low,
19116,4BPAL684B,ARAMAYWAN BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION IV-B (MIMAROPA),170000000,PALAWAN,175300000,NARRA,175315000,ARAMAYWAN,175315002,9.16537,118.17599,NAMRIA 2013,High,
16806,7SIQ202B,CANSAYANG BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,SIQUIJOR,76100000,SAN JUAN,76105000,CANSAYANG,76105004,9.166171,123.522178,Barangay Centroid,Low,
,,CANDAPING A BARANGAY HEALTH STATION,Barangay Health Station,LGU,REGION VII (CENTRAL VISAYAS),70000000,SIQUIJOR,76100000,MARIA,76104000,CANDAPING A,76104005,9.168568,123.652769,Barangay Centroid,Low,still to be confirmed
